,Unnamed: 0,sentence,record_type,keyword,loss,wctc_loss,pred_strings
944,1,ŋìðɛ̀ní ŋə̀və̀lɛ̀ðɔ́ ðáŋàlà ùnɛ́ɾɛ́,close_negative,kə̀və̀lɛ̀ðɔ́,496.0219421386719,73.46354675292969,ɒbbbʷɒʟbɒɒɒɒɒɒɒɒɒɒɒʎʷɒɒɒɒɒʷɒǂbɒɒɒʷʷʷʷʷɒɒʎɒɒʷǂʎɒbɒǂʷɒɒʷɒǂǂɑǂʷɒɒɑɒɒʷɒʷɒɒɒɒʎbʷɒʎɒʎɒɒɒɒɒʎɒɒɒɒɒᶑɒɒʟɒɒɒʷɒɒʎʷʎʷɒɒɒɒɒɒʷɒʷǂʷɒɒbʎbbǂbʟʎ<blk>ɹ
900,9,lə̀màð lìcə̀lò,negative,kə̀və̀lɛ̀ðɔ́,296.9576721191406,73.49436950683594,bbʷʎʟ<blk>bbɒɒɒɒɒɒɒɒɒɒʎɒʷɒɒɒɒɒʷɒɒɒʎɒɒɒɒǂʷibɒʷʎbbɒɒbʷɒʷɒɒbǂbʷɒʷɒɒɒʷʷɒɒɒbbɒɒʎɒbʷbɒʎ<blk>bbb<blk>ɹ<blk><blk><blk>b
864,15,pìnɔ́ t̪ɔ́wɜ̀nì,negative,kə̀və̀lɛ̀ðɔ́,253.74615478515625,73.741943359375,ɒbʎʷɒɒɒɒɒɒʷɒɒbʷɒʷɒɒɒɒɒᶑɒɒɒɒʷɒʷɒɒʷɒɒʷǂɒɒɒʷǂʷʷʷʷɒɒʷɒɒɒɒɒbɒʎʷɒɒɒbʷʎb<blk><blk><blk>bbb<blk><blk><blk>
873,7,ját̪ɔ́ ŋɔ̀mɔ̀,negative,kə̀və̀lɛ̀ðɔ́,192.6077880859375,73.81307220458984,ʷʷɒɒʷɒɒɒʷɒɒʷɹbbbɒʷɒɒɒbɒʷʎbɒɒɒbɒɒbbʷʎʷɒʷbɑɒɒbʎʎʎʷɹʎbb<blk><blk>bb<blk><blk><blk><blk>b<blk>
874,8,lá bùlìjí,negative,kə̀və̀lɛ̀ðɔ́,186.0795440673828,73.8360595703125,bbbbbb<blk>ʎbʷʷɒɒɒɒbʎʟbɒʎbʷɒ<blk>bɒʎbbbʷbʎbʎɒʷɒɒɒʷʎɒbɒɒɒʷʎbbbbʷ<blk>ɹb<blk><blk><blk><blk>
891,0,àt̪ùɟâj jìcə̀lò,negative,kə̀və̀lɛ̀ðɔ́,325.6259765625,73.90988159179688,bbbbɒǂɒɒǂɒʷɒɒbɒʷʷɒɒɒɒʷɒɒɑǂɑɒǂɒɒɒʷʷʎʷʷbbbbbɒʎbbɒbʷʎbbǂɒbbɒɒǂɒɒɒɒɒɒʷǂɒʷʷɒɒʷʷɒbʟʷɒʎbbɹbbbb
857,8,lɜ̀dí álɛ́ ùnɛ́ɾɛ́,negative,kə̀və̀lɛ̀ðɔ́,266.44940185546875,73.9686279296875,bbbbbɒɒɒʷbɒɒɒɒɒʷʷʷɒbɒʷʷɒǂʷɒɒʷɒbɒɒʷɒʷʷʷɒǂbɒʷbɒɒbʎʷɒɒɒʷbbʷɒɒʷʷɒʷʷɒɒɒʷʷʎɒbbɹɹ
914,7,kə̀və̀lɛ̀ðɔ́ ðáŋàlà,positive,kə̀və̀lɛ̀ðɔ́,282.3186340332031,74.0269775390625,<blk>ɪtɪɪɪɪʷʷʷ<blk>ɪʟʷɨʷʷʷʷʷʷʷʷʷʷǂʷʷʷʷʷ<blk>ʷʷʷʷʷʟʷʷʷʟʷʷʷ̩tɹ<blk>ʷʷɪʷʷʷʷʷʷɨtʷʷʷˠʷʷʷʷʟʷ<blk>ʷʷʷ<blk>ʷʷɨɨɪʷɨ<blk>ǂʷ<blk>ɪʷ<blk>t<blk>tɪ<blk><blk><blk>
919,12,ŋìðɛ̀ní ŋàcìjí t̪ɔ́wɜ̀nì,negative,kə̀və̀lɛ̀ðɔ́,264.0527038574219,74.04747009277344,ʷʷʷʷʷʷʷʷɥ<blk>ɪʷ<blk>ʷʷʷ<blk>ʷʷʷʷʷʷʎʷʷʷʷʷfʷʷǂɨǂ<blk>ʷǂʷɪʷfzʷʷ<blk><blk>ʟʷɪʷ<blk>ʷʷ<blk>ʷʷʷʷ<blk>ʷʷtʷ<blk>ʷǂ<blk>ʷʷ<blk>ʷʟ<blk>ɪ<blk>ʷʷ<blk><blk><blk><blk>ɪ<blk><blk>ɪɪ<blk>ɪɹ<blk><blk><blk><blk><blk><blk>
915,8,kə̀və̀lɛ̀ðɔ́ édɔ̀ɽɔ̀ ùnɛ́ɾɛ́,positive,kə̀və̀lɛ̀ðɔ́,298.04595947265625,74.43618774414062,ɪʷǂ<blk>ǂɪ<blk>ɪʷʷʷʷʷɥʷʷʷʷbʷǂʷʷʷʷʷʷǂʷʷʷʷʷʷʷʷǂ<blk>ǂǂʷǂʷʷ<blk>ʷʷʷʷʷʷǂʷʷʷo<blk>ʷʷʷʷʷʷʷʷɨʷ<blk>ɯʷʎʷʷʷʷʷ<blk>ʷʷʷʷʷʷʷʷʷʟʷ<blk>ɪ<blk><blk>ɹ<blk><blk>ɹ
893,2,nùn nə̀və̀lɛ̀ðɔ́ ðɛ́ ɔ̀ɽɔ́ únɛ́ɾɛ́,close_negative,kə̀və̀lɛ̀ðɔ́,234.4399261474609,74.60931396484375,<blk><blk><blk>b<blk><blk><blk>b<blk>ʷ<blk>zʷ<blk>ʟʷ<blk>ʷ<blk><blk><blk>ʷ<blk><blk>ʷ<blk>ɨɯ<blk>ʷǂʷ<blk>ɨʷʟʟʷʷʷʷ<blk>ɹʷ<blk><blk>ʷz<blk><blk>bʷɨʷ<blk>ʷʷʷ<blk>ʷʷʷʷzɨʷ<blk>bʷɨɨ<blk>ʷ<blk>ʷʷʷʷʷ<blk><blk>t<blk>f<blk><blk><blk>
862,13,ŋìðɛ̀ní ŋə̀ɽà ká t̪ólé,negative,kə̀və̀lɛ̀ðɔ́,191.26905822753903,74.72349548339844,ʷɨ<blk><blk>ɪ<blk><blk><blk><blk><blk><blk>fʷ<blk>ɪ<blk>ɹ<blk>ʷ<blk><blk>ɪ<blk>ʷɪʷʷʷ<blk><blk>ʷɪʷ<blk>ʷʷɪʷɨʷɨʷɪ<blk>ʟɪɪʷɨɨʷʟʷʷ<blk><blk><blk><blk>ɨ<blk>ʷɪɨ<blk><blk><blk><blk><blk>ɹɹɹ<blk><blk><blk>
917,10,àɽá dɔ̀ŋðɔ́ lə́vàvɾà dɛ̀,negative,kə̀və̀lɛ̀ðɔ́,266.7532958984375,74.81169891357422,<blk>ʷɪ<blk>ʷʷǂ<blk><blk><blk><blk><blk><blk>ʷʷʷʷʷʷʷɪɥ<blk>ʷʷ<blk><blk>ʷʷʷʷɥ<blk><blk>ɪ<blk><blk><blk>ɪ<blk>ɪʷǂʷʷǂʷʷʷʷǂʷʷʷʷʷɪʷʷʷʷ<blk>ʷʷ<blk>ʷʷʷɨɪ<blk>bʷbʷǂʷʷɪ<blk>ǂǂǂ<blk><blk>ɨ<blk>t<blk><blk><blk><blk>ɹ<blk><blk><blk>
853,4,kúkù kápɔ́ índɔ̀,negative,kə̀və̀lɛ̀ðɔ́,175.57733154296875,75.06356811523438,ɪɪɹ<blk><blk>ɹɪɪɪ<blk><blk><blk><blk>ɹ<blk><blk><blk><blk><blk>ɪ<blk>ɹbɪ<blk><blk><blk><blk><blk><blk><blk>ɹ<blk>ɨbʷ<blk><blk><blk>ʷɪ<blk>ɨ<blk><blk><blk><blk>ɹ<blk>ɪ<blk><blk><blk><blk><blk><blk><blk>ɪɪ<blk><blk><blk><blk><blk>ɪɪɹɹɹɪɹɪɹ<blk>
851,2,láɾà t̪òlèɲá nd̪ɔ̀bà,negative,kə̀və̀lɛ̀ðɔ́,239.36024475097656,75.07797241210938,ʷʷɪʷ<blk>ʷɪʷʷʷ<blk>ʷʷʷʷʷʷʷʷʷʷʷʷǂʷʷɪʷbʷʷfʷʷʷʷʷʷʷʷʷʷɪʷʷʷʷʷɨɹʷ<blk><blk>ʷɪ<blk>ʷʷʷʷʷʷʷ<blk>ʷ<blk>ʷʷʷʷʷʷɪɪ
898,7,álá ɾɔ́ðà,negative,kə̀və̀lɛ̀ðɔ́,223.67584228515625,75.14179992675781,<blk><blk><blk><blk><blk><blk><blk><blk>ʷʷʷɨǂʷʷʷʷʷʷʷʷʷʷʷʷʷʷʟʷʷʷf<blk><blk>ʷʟ<blk><blk>ʷ<blk><blk><blk><blk>ɪ<blk><blk>ɹ<blk><blk><blk><blk><blk>ɹɹɪ<blk>bʷʷ<blk><blk>b<blk><blk>ʷʷ<blk>ɨǂ<blk>ʷǂʷ<blk><blk>ʷʷʷɨt<blk><blk><blk>ɹɹ<blk><blk>
844,4,àn úrnɔ̀ kə́və̀lɛ̀ðɔ́ dɛ̀,positive,kə̀və̀lɛ̀ðɔ́,352.2091979980469,75.21537780761719,<blk><blk><blk><blk>ɹ<blk>ɹɹɨɨtʷǂʟʡɨ<blk><blk><blk><blk><blk><blk><blk>ʷʷʷʷʷʷ<blk>ʷǂ<blk><blk>ʷ<blk><blk><blk><blk>ɪɪ<blk><blk><blk><blk>bɪ<blk><blk><blk>ʷʷʷʷ<blk><blk>ʷʷʷʷʷʷʷʷʷʷʷʷf<blk>ʷʷʷʷzʷ<blk>ɪ<blk>ʷ<blk>ʷ<blk>ʷ<blk><blk>ʷ<blk><blk><blk><blk>ɪɪ<blk><blk><blk>ǃ<blk><blk>ʷzʷʷ<blk>ʷʷʷ<blk>f<blk><blk><blk>ʷʷ<blk>ʷʷʷʷʷǂǂǂʷʷ<blk>ʷǂ<blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk>ɹ<blk>ɹ<blk><blk><blk><blk><blk>ɪ
858,9,náŋà íjɔ́,negative,kə̀və̀lɛ̀ðɔ́,184.47378540039065,75.76348876953125,ɪ<blk>ɪ<blk><blk>tɪ<blk><blk><blk><blk><blk>bb<blk><blk>ʷʷ<blk>ʷ<blk><blk>ʷ<blk><blk><blk>ʷʷʷʷʷ<blk>ɪ<blk><blk><blk><blk><blk>tɹb<blk>ɪ<blk>ɪ<blk><blk>ɪǂʷʷʷɹʷ<blk>b<blk>ʷɪ<blk>ɹɹɪɹ<blk><blk><blk><blk>t<blk><blk>t<blk><blk>
863,14,àɾl̀á r̀ŋɔ̀,negative,kə̀və̀lɛ̀ðɔ́,188.88514709472656,76.15542602539062,ɪɨɨ<blk><blk>ɪ<blk>ʷʷʷɨǂʎ<blk>ɪɪ<blk><blk>ʷʷʷɪʷʷʷʷʷʟʷʷʷ<blk><blk>ʷʷʷ<blk>ʷʷʷɪɪ<blk>ʷ<blk>ʷ<blk><blk>ʷf<blk>ɪʷʷ<blk>ɪɪɪɪǂ<blk>ɪɪ<blk><blk><blk><blk><blk><blk>ɪ<blk><blk><blk><blk>
