,Unnamed: 0,sentence,record_type,keyword,loss,wctc_loss,pred_strings
835,3,láɾl̀à ðə́ɟíðɔ́ dìjɔ́ nd̪ɔ̀bà,negative,ðàŋàl,509.1915283203125,48.7290153503418,<blk>ɪ<blk>ɹ<blk><blk>ɪ<blk><blk>ɸ<blk><blk><blk>tɳt<blk>ɛt<blk><blk>t<blk>ʷ<blk><blk>ɹ<blk><blk><blk>ɹ<blk>ǂ<blk><blk>ɪ<blk>ʷʷʷʷʷʷʷʷʷʷǂǂǂʷiʷʷǃʷʷʷʷʷʷʷʷʷɪɪʷǂɪɪɪɪɨʷɪǂ<blk>ɪʷǂʷɪʷʷʷʷʷʷ<blk>ʷʷ<blk>ɹ<blk><blk><blk>ʕ<blk><blk><blk>ɸ<blk><blk><blk><blk>ɨ<blk><blk><blk><blk><blk><blk><blk>ɪʷʷʷɪ<blk>ɪɪ<blk>ɪɹɹɪɪɪʷ<blk>ʎǂʷ<blk>ʷ<blk>ʷʷʷʷɹʷʷʷ<blk>ʷɪǂ<blk><blk><blk><blk>ʷ<blk><blk>ʷʷ<blk><blk>ɪ<blk><blk>ʷʷ<blk><blk><blk><blk>ɨ<blk>ʷɪɪ<blk>ɪ<blk><blk><blk>ʕɪ<blk><blk><blk><blk><blk><blk>ɹ<blk><blk><blk>ɪ<blk><blk><blk><blk><blk><blk><blk>ɹ<blk><blk><blk><blk><blk><blk><blk><blk><blk><blk>ɹ<blk><blk><blk><blk><blk><blk><blk>ɪ<blk>ɹ<blk><blk><blk>ɹ<blk><blk><blk><blk><blk><blk>ɪ<blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk>ɹ<blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk><blk>
810,11,ŋgá ɔ̀ɽɟɛ̀cá ánó nd̪ɔ̀bà,negative,ðàŋàl,283.1889953613281,48.81304931640625,<blk>ɪɪɨ<blk><blk><blk>ɪʷ<blk><blk><blk>ʷ̪ʷʷɯʷʷ<blk>ʷʷʷʷʷʷʷʷʷʷʷʷʷ<blk>ɪʷʷʷʷʷʷʷ<blk>ʷǂɨ<blk><blk>ʷʟʷʷʷɨʷʷʷʷʷʷʷʷʷ<blk>ʷʷɨɪ<blk>ʷʷʷʷʷʷʷfʷʷʷɨɨʷʷʷʷʷʷtɪɨ<blk>ɪ<blk><blk><blk>ɹɹɹɹ<blk><blk><blk><blk>
832,0,àn èdɛ̀ɽì kɛ̀ɾɔ́ íŋgá ŕnà ŋrɔ̂bà,negative,ðàŋàl,698.083251953125,48.834381103515625,ɨʷʷʷʷǂʷǂǂʷǂʷǂʷǂǂ<blk>ʷʷʟ<blk><blk><blk><blk><blk><blk><blk><blk><blk>ʷ<blk>ʷʷǂʷǂʷi<blk>ʷʷfʷʷʷǂzf<blk><blk>ǂfʟǂʜʷʷʷʷʷʷʷʷʡʷʷʷʷʷʷʷʷʷʷǂʷʷʷʜʷtɨbt<blk><blk>tɨɹ<blk>ɪ<blk><blk>ɹ<blk>ɹ<blk><blk>ɪ<blk><blk>ɪ<blk><blk><blk><blk><blk><blk><blk><blk>ɹɪ<blk><blk>ɹɪ<blk>ɹ<blk><blk>ɹ<blk>ɹ<blk><blk><blk><blk><blk>tɨ<blk>ɨ<blk>ʷǂ<blk>ʷʷ<blk>ʷɹʷfʷʷʷʷǂʷʷʷʷʟʷʷʷʷʷʷʷʷʷʷʷʷʷʷfʷʷʷʷʷʷʷ<blk>ʷǂ<blk>ʷ<blk>fʷʷʷ<blk>b<blk><blk>ɨ<blk>ɹɹ<blk><blk>ɹ<blk><blk>ɹ<blk>ɹɪ<blk><blk><blk><blk><blk><blk>ɪɨɹɪ<blk><blk><blk><blk><blk><blk><blk>ɪ<blk>ɹ<blk>ɪɪ<blk><blk><blk><blk><blk>ɪɨʷˠɨʷʷʷbʷʷʷʟʷ<blk>ʷʟʷ<blk>ɨʷʷʷ<blk>ɨʷt
811,0,lɔ́ɾɔ́ lìcò,negative,ðàŋàl,319.99169921875,48.95819854736328,ɪ<blk><blk>ɪɪɹɪ<blk>ɹɪɨɪɪɨɪʷʷʷʷʷʷʷʷʷʷǂʷʷʷʷʷʷʷʷʷʷbɨʷʷ<blk><blk><blk><blk><blk><blk>ɪʷɪɪ<blk><blk>ɪ<blk>ɪʷʷ<blk>ɨʷʷʷʷǂ<blk>ʷ<blk><blk>ɪɪɪ<blk>ǂʷʷǂǂǂɪʷɪʷʷʷʷʷʷʷʷfʷʷʷʷʷʷʷɪɪɪɪ<blk>ɪɨ<blk><blk>ɪ<blk>ɪ
720,0,ðɛ́t̪ɜ́líŕ ðɔ̀là,negative,ðàŋàl,385.7901306152344,49.0255241394043,ɪɪɪ<blk>ɪ<blk><blk><blk>ɪʷɪ<blk><blk><blk>ʟʷʷǂʷ<blk>ʷǂʷ<blk>ɪɪ<blk>ɪ<blk><blk>ʷʷʷʷʷʷʷɪʷʷʷʷfʷʷɥʷʷʷʷǂʷʜǂʷfʷʷǂʷʷʷʷʷɹɨ<blk><blk>ʷ<blk>ɪɹ<blk><blk>ɪ<blk>ɹɪ<blk>ɹɹɪtʷ<blk><blk><blk><blk>ɪ<blk><blk><blk><blk>ɪɹ<blk>ɪɪ<blk>ɪ<blk>ɹ<blk>ɪ<blk><blk><blk><blk>ɨʷɪ<blk><blk>ʷʷʷʷʷɨʷʷɪ<blk>ɨʷʷʷɪʷʷʷɨʷʷʷ<blk>ɪɪb
823,1,kìjɔ́ ŋɔ́mɔ̀ nɛ̀ ŋáɽà lə̀bú nàré únɛ́ɾɛ́,negative,ðàŋàl,364.82958984375,49.03094100952149,bbbbbbbbbbbbbʎbbbbʎ<blk>bb<blk>bbbbbbbbʎbbʎbbbbbbbʎʎʎbʎbʷʛʎʎbʎʎʎǂʜʎʷǂbǂʎ<blk>bʎb<blk><blk>bbbbbbbʎʎbʎʎbʎbbb<blk>bʎbʎbbʎʎbʎbbbbbʎʎbʎʎbbʎʎ<blk>ʎʎɹbʎb
745,16,ðàŋàl ðɔ̂n ðə̀ɽà,positive,ðàŋàl,146.50039672851562,49.10332107543945,ɪ<blk><blk><blk><blk>ɨ<blk><blk>ɪ<blk><blk><blk><blk><blk><blk><blk><blk>ɨb<blk><blk><blk>b<blk><blk><blk><blk><blk><blk><blk>ɪ<blk>ɨ<blk><blk>b<blk>ɹ<blk>ɹɪɨ<blk>ɪ<blk><blk><blk>ɪɪ<blk><blk><blk><blk><blk><blk>ɹɹ<blk><blk><blk><blk><blk><blk>ɪ<blk><blk>f<blk><blk><blk>ɹɹ<blk><blk>
773,1,lápìnɔ́ kúrì nd̪ɔ̀bà,negative,ðàŋàl,246.66636657714844,49.207252502441406,<blk>ʷɪtɪʷ<blk><blk>ʷʷ̪ʷʷʷ<blk>ʷ<blk>ʷʷʷɪɪʷʷǂ<blk><blk>ǂɪo<blk>ʷɪʷ<blk><blk>ʷʷ<blk>ʷzɪʷʷʷʷʷʷʷʷʷʷ<blk><blk>ɪ<blk>ʟʟʟʷ<blk>zʷ<blk>ʷʷʷʷʷʷʷ<blk><blk>ʷʷ<blk>ʷɪʷʷʷʷ<blk>ʷ
821,10,kúkù kə̀ŋàcà ŕŋɔ̀,negative,ðàŋàl,289.2691955566406,49.29216384887695,ɨ<blk>ɨb<blk>b<blk>ɪɪ<blk>ʷf<blk><blk>ɹ<blk>ʷʷʷʷʷ<blk>ʷʷʷɪʷʷ<blk>ʷʷ<blk>ʎʟʷ<blk><blk>ʟʷʷʷʷʷɥǂ<blk>ʷʷɪǂ<blk>ɹ<blk>ɪ<blk>ɪʷʷʷʷʷʷʷʷʷʷʷǂʟʷʷʷʷʷɨʷʷʷ<blk>ʷ<blk><blk><blk>ʷ<blk>ɪ<blk>ɹ<blk><blk>ʷʷ<blk>ʷʷʷ<blk><blk>ɨʷ<blk><blk>ʷɪ<blk><blk>ɹ<blk><blk>
725,5,kìjɔ́ ŋɔ́mɔ̀ nɛ̀ ŋúmɔ̀ðɔ̀ jàŋàlà únɛ́ɾɛ́,close_negative,ðàŋàl,336.8033447265625,49.53578567504883,ɪɪb<blk><blk><blk>ɪɪɪʷ<blk><blk><blk><blk>ɪǂʷ<blk><blk>ʷʷʷ<blk><blk>ʷʷʷʷɪʷʷɪʷʷʷʷ<blk>ɪʷʷ<blk><blk><blk><blk><blk><blk><blk><blk><blk><blk>ɪ<blk><blk>ɪʷɪ<blk><blk><blk><blk>ɪ<blk>ɪ<blk>ɪ<blk>ʷɨ<blk><blk>ɨ<blk>fɪ<blk>ʷɨʷʷʷ<blk>ʷʷɪʷɪɪʷʷɨʷɨʷɪ<blk><blk><blk><blk>ɪʷʷʷɨ<blk>ʷʷʟɪʷʷʷʟ<blk><blk><blk>ɪɪɪ<blk>ǂ<blk><blk>t<blk><blk><blk><blk><blk><blk>ɹ<blk><blk><blk><blk><blk>ɹ<blk><blk><blk>
807,8,áŋt̪ɔ́ú lə̀vɜ̀ɽì àdám,negative,ðàŋàl,285.93316650390625,49.67061996459961,bʟ<blk>bʷtʷʷʷʷʷʷɪ<blk>ɪɪɪʷʷʷʷʷʷʷʷʷǂʷʷʷʎʷʷfʷʷfʷʷʷ<blk><blk><blk>ʷʷʷʷʷʷɨʷʷʷʷɨʷʷʷɨʷʷʷʷɹʷʷʷʷ<blk>ʷ<blk>ɨʷɥʷ<blk>ɪʷʷɹǂʷǂʷɪʷʷ<blk><blk><blk><blk>ɪ<blk>ʎ<blk><blk><blk>ɪ<blk>ɹɪ<blk><blk><blk>
758,11,ɛ́là ðə́kɔ̀t̪ìnɔ̀ nd̪ɔ̀bà,negative,ðàŋàl,139.7915496826172,50.22261428833008,ɹ<blk><blk><blk><blk><blk><blk>ʷʷ<blk>ʷ<blk>ʷ<blk><blk>ʷʷʷ<blk><blk><blk>ʷ<blk>bɹ<blk><blk><blk>ʟɹɹɹ<blk><blk><blk>ʷ<blk>ʷ<blk><blk>ɹ<blk>ɹ<blk><blk><blk><blk>ɹɹfɪ<blk>ɹ<blk>ɹbɹ<blk><blk><blk><blk><blk>
