index,recording_id,start,duration,channel,text,language,speaker,text_normalized,gloss,lemmata,fst_normalized,num_raw_variants
4565,HH20210721,525.917,1.841,0,kúkù kàŋcíŋì ŋûŋ,tic,Himidan,kuku kangcingi ngung,"1st.born.male.child[NOM,SG] show[CLG,VENT,PFV,1SG.OBJ] 3sg.poss[CLŊ]",kúkù aŋc ɛ́<CL>úŋ,kúkù kàŋcíŋì ɛ́ŋúŋ,1
4564,HH20210721,430.515,2.8280000000000003,0,kúkù kàŋcíŋì ŋâŋ,tic,Himidan,kuku kangcingi ngang,"1st.born.male.child[NOM,SG] show[CLG,VENT,PFV,1SG.OBJ] see[CLŊ,VENT,PFV,left_h]",kúkù aŋc aŋ,kúkù kàŋcíŋì ŋáŋú,1
4563,HH20210707,1931.186,2.29,0,kúkù kàŋcî r̀ŋɔ̀,tic,Himidan,kuku kangci rngo,"1st.born.male.child[NOM,SG] show[CLG,VENT,PFV] snake[NOM,SG]",kúkù aŋc r̀ŋɔ̀,kúkù kàŋcí r̀ŋɔ̀,1
4560,HH20220930,2895.218,2.29,0,kúkù kǎŋà kákàŋú nɛ̀ lə̀və̀r,tic,Himidan,kuku kanga kakangu ne l@v@r,"1st.born.male.child[NOM,SG] see[CLG,VENT,DEP,left_h] 1st.born.male.child[ACC,SG] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",kúkù aŋ kákà ŋgá lə̀və́r,kúkù káŋà kákàŋú nɛ̀ lə̀və́r,1
4559,HH20220930,2450.963,1.69,0,kúkù kǎŋà kákàŋù,tic,Himidan,kuku kanga kakangu,"1st.born.male.child[NOM,SG] see[CLG,VENT,DEP,left_h] 1st.born.male.child[ACC,SG]",kúkù aŋ kákà,kúkù káŋà kákàŋú,1
4558,HH20221017,1295.567,2.31,0,kúkù káŋâ àŋcɔ̀ ŋûŋ nd̪ɔ̀bà,tic,Himidan,kuku kanga angco ngung ndoba,"1st.born.male.child[NOM,SG] aux[CLG,IPFV,2SG.OBJ] body[NOM,SG] 3sg.poss[CLŊ] tomorrow[]",kúkù ŋgá àŋnɔ̀ ɛ́<CL>úŋ nd̪ɔ̀bà,kúkù káŋâ àŋnɔ̀ ɛ́ŋúŋ nd̪ɔ̀bà,1
4557,HH20221017,1777.825,1.8639999999999999,0,kúkù káŋâ àŋcɔ̀ ŋîŋ nd̪ɔ̀bà,tic,Himidan,kuku kanga angco nging ndoba,"1st.born.male.child[NOM,SG] aux[CLG,IPFV,2SG.OBJ] body[NOM,SG] eat[CLŊ,VENT,PFV,3SG.OBJ,left_h] tomorrow[]",kúkù ŋgá àŋnɔ̀ j nd̪ɔ̀bà,kúkù káŋâ àŋnɔ̀ ŋə́jɔ́ŋ nd̪ɔ̀bà,1
4556,HH20221127,1478.41,1.9500000000000002,0,kúkù kándíjɔ̀ àpɾíɲà,tic,Himidan,kuku kandijo aprina,"1st.born.male.child[NOM,SG] aux sleep-caus[CLG,IT,IPFV,aux] boy[ACC,SG]",kúkù ŋgá nd-ij àpɾí,kúkù ká_ńdìjɔ̀ àpɾíɲá,1
4581,HH20210830,905.318,6.293,0,kúkù kâŋtɔ́ kɔ́rìŋú nɛ̀ lɛ̀vɛ̀r dɛ̀ àn kákà kâŋtɔ́ŋ nɛ̀ lɛ̀vɛ̀r,tic,Himidan,kuku kangto koringu ne lever de an kaka kangtong ne lever,"1st.born.male.child[NOM,SG] see[CLG,VENT,PFV,left_h] climb.down[CLG,VENT,PFV,3SG.OBJ,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG] NEG[] FOC[] 1st.born.male.child[NOM,SG] see[CLG,VENT,PFV,3SG.OBJ,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",kúkù aŋ ur ŋgá lə̀və́r dɛ̀ àn kákà aŋ ŋgá lə̀və́r,kúkù káŋú kúrŋú nɛ̀ lə̀və́r dɛ̀ àn kákà káŋúŋ nɛ̀ lə̀və́r,1
4580,HH20210830,790.534,5.476,0,kúkù kâŋtɔ́ kɔ́rìŋú nɛ̀ lɛ̀vɛ̀r dɛ̀,tic,Himidan,kuku kangto koringu ne lever de,"1st.born.male.child[NOM,SG] see[CLG,VENT,PFV,left_h] climb.down[CLG,VENT,PFV,3SG.OBJ,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG] NEG[]",kúkù aŋ ur ŋgá lə̀və́r dɛ̀,kúkù káŋú kúrŋú nɛ̀ lə̀və́r dɛ̀,1
4579,HH20210830,474.88,4.098,0,kúkù kâŋt̪ɔ́ kórìŋú nɛ̀ lɛ̀vɛ̀r,tic,Himidan,kuku kangto koringu ne lever,"1st.born.male.child[NOM,SG] see-ben[CLG,VENT,PFV,left_h] climb.down[CLG,VENT,PFV,3SG.OBJ,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",kúkù aŋ-it̪ ur ŋgá lə̀və́r,kúkù káŋìt̪ɔ́ kúrŋú nɛ̀ lə̀və́r,1
1632,HH20211026,2931.574,1.385,0,ðàbùðôl bàcʊ́m gɛ̀,tic,Himidan,dabudol bacum ge,"dance[CLÐ,VENT,PFV,WH.LOCATIVE] fox[NOM,SG] this[CLG]",abuð bàcʊ̂m <CL>ɛ́(1),ðàbùðɔ́l bàcʊ̂m gɛ́,1
1631,HH20230531-2,863.515,1.02,0,ðábúðá ðìcə̀lò,tic,Himidan,dabuda dic@lo,"dance[CLÐ,INF] good[CLÐ]",abuð icəlo,ðábúðá ðìcə̀lò,1
1630,HH20230626,79.24,2.07,0,ðábŕt̪á ŋɔ́ɽíŋgɔ́ ðìcə̀lò,tic,Himidan,dabrta ngoringgo dic@lo,"ride[CLÐ,INF] donkey[NOM,SG,left_h] good[CLÐ]",abrt̪ ŋɔ̀ɽíŋgɔ́ icəlo,ðábŕt̪á ŋɔ́ɽíŋgɔ́ ðìcə̀lò,1
1625,HH20230510-1,754.35,1.45,0,ðábrá ðìcə̀lò,tic,Himidan,dabra dic@lo,"jump[CLÐ,INF] good[CLÐ]",abr icəlo,ðábŕá ðìcə̀lò,1
1624,HH20230608,2892.435,1.327,0,ðàbà ðìcə̀lò,tic,Himidan,daba dic@lo,"star[NOM,SG] good[CLÐ]",ðàbà icəlo,ðàbà ðìcə̀lò,1
1623,HH20230731-2,494.21,3.84,0,ðààrt̪ɔ́ðɛ́ áprí kúkùŋú ídíjí ùnɛ̀ɾɛ̀,tic,Himidan,daartode apri kukungu idiji unere,"ride[CLÐ,VENT,PFV,WH.CLASS] boy[NOM,SG,left_h] 1st.born.male.child[ACC,SG] fall-caus[IT,IMP] yesterday[]",abrt̪ àpɾí kúkù id-ij ùnɛ́ɾɛ́,ðàbr̀t̪ɔ́ðɛ́ ápɾí kúkùŋú ídíjí ùnɛ́ɾɛ́,1
1620,HH20211005,1424.355,1.853,0,ðà úrnɔ̀ və̀lèðà,tic,Himidan,da urno v@leda,"aux[CLÐ,IT,PFV] grandfather/grandchild[NOM,SG,left_h] pull[VENT,IMP]",ŋgá ùrnɔ̀ vəlɛð,ðà úrnɔ̀ və̀lɛ̀ðá,1
1619,HH02262021,927.13,2.48,0,ðà úɟí və́lɛ̂ðɛ̀ ùnɛ́ɾɛ̀,tic,Himidan,da uji v@lede unere,"aux[CLÐ,IT,PFV] person[NOM,SG,left_h] pull[IT,PFV] yesterday[]",ŋgá ùɟí vəlɛð ùnɛ́ɾɛ́,ðà úɟí və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,1
1618,HH20230524-1,689.83,2.61,0,ðá t̪ólé və̀lɛ̀ðɔ́ t̪ɔ́wə̀nì,tic,Himidan,da tole v@ledo tow@ni,"aux[CLÐ,IPFV] lion[NOM,SG,left_h] pull[VENT,IPFV] now[]",ŋgá t̪òlé vəlɛð t̪ɔ́wɜ̀nì,ðá t̪ólé və̀lɛ̀ðɔ́ t̪ɔ́wɜ̀nì,1
1617,HH20230516,1113.02,2.04,0,ðá t̪ólé və́lɛ̀ðɔ́ nd̪ɔ̀bà,tic,Himidan,da tole v@ledo ndoba,"aux[CLÐ,IPFV] lion[NOM,SG,left_h] pull[VENT,IPFV,left_h] tomorrow[]",ŋgá t̪òlé vəlɛð nd̪ɔ̀bà,ðá t̪ólé və́lɛ̀ðɔ́ nd̪ɔ̀bà,1
4576,HH20210830,571.748,4.817,0,kúkù kàŋt̪ɔ́ kákàŋú bɛ́tɛ̀n nɛ̀ lɛ̀vɛ̀r,tic,Himidan,kuku kangto kakangu beten ne lever,"1st.born.male.child[NOM,SG] see-ben[CLG,VENT,PFV] 1st.born.male.child[ACC,SG] 3pl.poss[CLT̪] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",kúkù aŋ-it̪ kákà ɛ́<CL>ɛ́n ŋgá lə̀və́r,kúkù kàŋìt̪ɔ́ kákàŋú ɛ́t̪ɛ́n nɛ̀ lə̀və́r,1
4575,HH20220930,2727.893,2.25,0,kúkù káŋt̪ɛ̀ kákàŋú nɛ̀ lə̀və̀r,tic,Himidan,kuku kangte kakangu ne l@v@r,"1st.born.male.child[NOM,SG] see-ben[CLG,IT,DEP,left_h] 1st.born.male.child[ACC,SG] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",kúkù aŋ-it̪ kákà ŋgá lə̀və́r,kúkù káŋìt̪ɛ̀ kákàŋú nɛ̀ lə̀və́r,1
4574,HH20220930,2575.473,2.02,0,kúkù kǎŋt̪à kákàŋú nɛ̀ lə̀və̀r,tic,Himidan,kuku kangta kakangu ne l@v@r,"1st.born.male.child[NOM,SG] see-loc[CLG,VENT,DEP,left_h] 1st.born.male.child[ACC,SG] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",kúkù aŋ-at̪ kákà ŋgá lə̀və́r,kúkù káŋàt̪à kákàŋú nɛ̀ lə̀və́r,1
4603,HH20221014,67.155,2.74,0,kúkù kápɛ̀ ìndɔ̀,tic,Himidan,kuku kape indo,"1st.born.male.child[NOM,SG] carry[CLG,IT,DEP,left_h] drum[ACC,SG]",kúkù ap ìndò,kúkù kápɛ̀ ìndɔ̀,1
4600,HH20221021,649.231,1.9689999999999999,0,kúkù kápát̪ɛ̀ ŋɔ̀mɔ̀ dùn,tic,Himidan,kuku kapate ngomo dun,"1st.born.male.child[NOM,SG] carry-loc[CLG,IT,DEP,left_h] food/bread[NOM,PL] home[NOM,SG]",kúkù ap-at̪ lɔ̀mɔ̀ dún,kúkù kápàt̪ɛ̀ ŋɔ̀mɔ̀ dún,1
4599,HH20221111,1841.354,2.22,0,kúkù kǎpát̪ɛ̀ kákàŋú índɔ̀,tic,Himidan,kuku kapate kakangu indo,"1st.born.male.child[NOM,SG] carry-loc[CLG,IT,DEP,left_h] 1st.born.male.child[ACC,SG] drum[ACC,SG,left_h]",kúkù ap-at̪ kákà ìndò,kúkù kápàt̪ɛ̀ kákàŋú índɔ̀,1
4598,HH20221021,913.416,2.319,0,kúkù kǎpát̪à ŋɔ̀mɔ̀ dùn,tic,Himidan,kuku kapata ngomo dun,"1st.born.male.child[NOM,SG] carry-loc[CLG,VENT,DEP,left_h] food/bread[NOM,PL] home[NOM,SG]",kúkù ap-at̪ lɔ̀mɔ̀ dún,kúkù kápàt̪à ŋɔ̀mɔ̀ dún,1
4597,HH20221111,1861.054,2.9,0,kúkù kápát̪à kákàŋú índɔ̀,tic,Himidan,kuku kapata kakangu indo,"1st.born.male.child[NOM,SG] carry-loc[CLG,VENT,DEP,left_h] 1st.born.male.child[ACC,SG] drum[ACC,SG,left_h]",kúkù ap-at̪ kákà ìndò,kúkù kápàt̪à kákàŋú índɔ̀,1
4596,HH20221021,156.04,1.77,0,kúkù kǎpà ŋɔ̀mɔ̀,tic,Himidan,kuku kapa ngomo,"1st.born.male.child[NOM,SG] carry[CLG,VENT,DEP,left_h] food/bread[NOM,PL]",kúkù ap lɔ̀mɔ̀,kúkù kápà ŋɔ̀mɔ̀,1
4595,HH20221111,1660.144,1.35,0,kúkù kápà índɔ̀,tic,Himidan,kuku kapa indo,"1st.born.male.child[NOM,SG] carry[CLG,VENT,DEP,left_h] drum[ACC,SG,left_h]",kúkù ap ìndò,kúkù kápà índɔ̀,1
4594,HH20221014,1390.68,1.65,0,kúkù kápə́t̪ɛ̀ ǹ lə̀vɛ̀r,tic,Himidan,kuku kap@te n l@ver,"1st.born.male.child[NOM,SG] carry-ben[CLG,IT,DEP,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",kúkù ap-it̪ ŋgá lə̀və́r,kúkù kápìt̪ɛ̀ nɛ̀ lə̀və́r,1
4593,HH20221014,848.28,3.17,0,kúkù kápə́t̪ɛ̀ índɔ̀ nɛ̀ lə̀vɛ̀r,tic,Himidan,kuku kap@te indo ne l@ver,"1st.born.male.child[NOM,SG] carry-ben[CLG,IT,DEP,left_h] drum[ACC,SG,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",kúkù ap-it̪ ìndò ŋgá lə̀və́r,kúkù kápìt̪ɛ̀ índɔ̀ nɛ̀ lə̀və́r,1
4592,HH20220919,1404.27,2.31,0,kúkù kàŋú t̪ólìɲà vɽàn,tic,Himidan,kuku kangu tolina vran,"1st.born.male.child[NOM,SG] see[CLG,VENT,PFV] lion[ACC,SG,left_h] very.much[left_h]",kúkù aŋ t̪òlé àvàn,kúkù kàŋú t̪ólèɲá ávàn,1
4591,HH20220919,887.924,1.704,0,kúkù káŋú t̪ólìɲà ŋɛ́nɛ̀,tic,Himidan,kuku kangu tolina ngene,"1st.born.male.child[NOM,SG] see[CLG,VENT,PFV,left_h] lion[ACC,SG,left_h] one[CLŊ]",kúkù aŋ t̪òlé <CL>ɛ́nɛ̀,kúkù káŋú t̪ólèɲá ŋɛ́nɛ̀,1
4590,HH20210721,1956.076,3.855,0,kúkù kàŋú t̪ólèɲâá nɛ̀ lə̀və̀r,tic,Himidan,kuku kangu tolenaa ne l@v@r,"1st.born.male.child[NOM,SG] see[CLG,VENT,PFV] lion[ACC,SG,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",kúkù aŋ t̪òlé ŋgá lə̀və́r,kúkù kàŋú t̪ólèɲá nɛ̀ lə̀və́r,1
4589,HH20210721,2106.998,1.56,0,kúkù kàŋú t̪ólèɲà jû,tic,Himidan,kuku kangu tolena ju,"1st.born.male.child[NOM,SG] see[CLG,VENT,PFV] lion[ACC,SG,left_h] eat[VENT,IPFV]",kúkù aŋ t̪òlé j,kúkù kàŋú t̪ólèɲá jɔ́,1
4588,HH20220930,2681.283,1.71,0,kúkù kàŋú kákàŋú nɛ̀ lə̀və̀r,tic,Himidan,kuku kangu kakangu ne l@v@r,"1st.born.male.child[NOM,SG] see[CLG,VENT,PFV] 1st.born.male.child[ACC,SG] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",kúkù aŋ kákà ŋgá lə̀və́r,kúkù kàŋú kákàŋú nɛ̀ lə̀və́r,1
4583,HH20210830,368.141,3.439,0,kúkù kâŋt̪ɔ́ ɔ́ɟɔ́ŋ nɛ̀ lɛ̀vɛ̀r,tic,Himidan,kuku kangto ojong ne lever,"1st.born.male.child[NOM,SG] see-ben[CLG,VENT,PFV,left_h] who[ACC,SG] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",kúkù aŋ-it̪ ɔ́ɟɔ́ ŋgá lə̀və́r,kúkù káŋìt̪ɔ́ ɔ́ɟɔ́ŋá nɛ̀ lə̀və́r,1
4582,HH20210830,276.205,3.391,0,kúkù kâŋt̪ɔ́ ɔ́ɟɔ́ nɛ̀ lɛ̀vɛ̀r,tic,Himidan,kuku kangto ojo ne lever,"1st.born.male.child[NOM,SG] see-ben[CLG,VENT,PFV,left_h] who[] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",kúkù aŋ-it̪ ɔ́ɟɔ́ ŋgá lə̀və́r,kúkù káŋìt̪ɔ́ ɔ́ɟɔ́ nɛ̀ lə̀və́r,1
4609,HH20221021,461.99,1.75,0,kúkù kǎpíðà nd̪ɔ̀bà,tic,Himidan,kuku kapida ndoba,"1st.born.male.child[NOM,SG] carry-antip[CLG,VENT,DEP,left_h] tomorrow[]",kúkù ap-ið nd̪ɔ̀bà,kúkù kápìðà nd̪ɔ̀bà,1
1616,HH20230524-1,1161.057,1.865,0,ðà t̪ólé və́lɛ̂ðɛ̀ ùnɛ̀ɾɛ̀,tic,Himidan,da tole v@lede unere,"aux[CLÐ,IT,PFV] lion[NOM,SG,left_h] pull[IT,PFV] yesterday[]",ŋgá t̪òlé vəlɛð ùnɛ́ɾɛ́,ðà t̪ólé və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,1
1615,HH20230414-Zoom-3,722.01,2.2,0,ðá t̪ólé və́lɛ̀ðà nd̪ɔ̀bà,tic,Himidan,da tole v@leda ndoba,"aux[CLÐ,IPFV] lion[NOM,SG,left_h] pull[IT,IPFV] tomorrow[]",ŋgá t̪òlé vəlɛð nd̪ɔ̀bà,ðá t̪ólé və́lɛ̀ðà nd̪ɔ̀bà,1
1614,HH20230524-1,768.03,1.7000000000000002,0,ðà t̪ólé ðə́və̀lɛ̀ðɔ́ t̪ɔ́wə̀nì,tic,Himidan,da tole d@v@ledo tow@ni,"aux[CLÐ,IT,PFV] lion[NOM,SG,left_h] pull[CLÐ,VENT,PFV,left_h] now[]",ŋgá t̪òlé vəlɛð t̪ɔ́wɜ̀nì,ðà t̪ólé ðə́və̀lɛ̀ðɔ́ t̪ɔ́wɜ̀nì,1
1613,HH20230524-1,899.07,2.12,0,ðá t̪ólé ðə́və̀lɛ̀ðà t̪ɔ́wə̀nì,tic,Himidan,da tole d@v@leda tow@ni,"aux[CLÐ,IPFV] lion[NOM,SG,left_h] pull[CLÐ,VENT,DEP,left_h] now[]",ŋgá t̪òlé vəlɛð t̪ɔ́wɜ̀nì,ðá t̪ólé ðə́və̀lɛ̀ðà t̪ɔ́wɜ̀nì,1
1612,HH20230731-2,437.59,5.16,0,ðà ɾt̪ɔ́ðɛ́ áprí kúkùŋú ðà ɔ̀tɔ́ðɛ́,tic,Himidan,da rtode apri kukungu da otode,"aux[CLÐ,IT,PFV] grind[CLT̪,IT,DEP,left_h] boy[NOM,SG,left_h] 1st.born.male.child[ACC,SG] aux[CLÐ,IT,PFV] curse[ACC,SG]",ŋgá ɔð àpɾí kúkù ŋgá ɔ́rɔ̂ð,ðà t̪ɔ́ðɛ̀ ápɾí kúkùŋú ðà ɔ́ɾɔ́ðɛ́,1
1611,HH20230612,3022.45,2.64,0,ðà rrɔ́mɔ̀cɔ̀ və̀lɛ̀ðɛ̀ unɛɾɛ,tic,Himidan,da rromoco v@lede unere,"aux[CLÐ,IT,PFV] man/male[NOM,PL,left_h] pull[IT,PFV] yesterday[left_h]",ŋgá ðɔ̀mɔ̀cɔ̀ vəlɛð ùnɛ́ɾɛ́,ðà rɔ́mɔ̀cɔ̀ və́lɛ̀ðɛ̀ únɛ́ɾɛ́,1
1610,HH20230626,1878.55,2.42,0,ðá rɔ́mɔ̀cɔ̀ və̀lɛ̀ðɔ́ nd̪ɔ̀bà,tic,Himidan,da romoco v@ledo ndoba,"aux[CLÐ,IPFV] man/male[NOM,PL,left_h] pull[VENT,IPFV] tomorrow[]",ŋgá ðɔ̀mɔ̀cɔ̀ vəlɛð nd̪ɔ̀bà,ðá rɔ́mɔ̀cɔ̀ və̀lɛ̀ðɔ́ nd̪ɔ̀bà,1
1609,HH20230619,2403.7,1.58,0,ðá rɔ́mɔ̀cɔ̀ və̀lɛ̀ðà nd̪ɔ̀bà,tic,Himidan,da romoco v@leda ndoba,"aux[CLÐ,IPFV] man/male[NOM,PL,left_h] pull[VENT,IMP] tomorrow[]",ŋgá ðɔ̀mɔ̀cɔ̀ vəlɛð nd̪ɔ̀bà,ðá rɔ́mɔ̀cɔ̀ və̀lɛ̀ðá nd̪ɔ̀bà,1
1608,HH20230731-2,1984.04,1.98,0,ðá pát̪à kúkùŋú díjí nd̪ɔ̀bà,tic,Himidan,da pata kukungu diji ndoba,"aux[CLÐ,IPFV] carry-loc[IT,IPFV] 1st.born.male.child[ACC,SG] be.lost-caus[VENT,IPFV,left_h] tomorrow[]",ŋgá ap-at̪ kúkù t̪(2)-ij nd̪ɔ̀bà,ðá ápàt̪à kúkùŋú t̪íjí nd̪ɔ̀bà,1
1607,HH01082021,1848.109,4.076,0,ðá ɔ́ɟɔ́ və́lɛ̀ðɔ́ nd̪ɔ̀bàgɛ̀,tic,Himidan,da ojo v@ledo ndobage,"aux[CLÐ,IPFV] who[] pull[VENT,IPFV,left_h] tomorrow[]",ŋgá ɔ́ɟɔ́ vəlɛð nd̪ɔ̀bàgɛ̀,ðá ɔ́ɟɔ́ və́lɛ̀ðɔ́ nd̪ɔ̀bàgɛ̀,1
1606,HH01082021,1645.059,2.541,0,ðà ɔ́ɟɔ́ və́lɛ̀ðɛ̀ ùnɛ́ɾɛ̀,tic,Himidan,da ojo v@lede unere,"aux[CLÐ,IT,PFV] who[] pull[IT,PFV] yesterday[]",ŋgá ɔ́ɟɔ́ vəlɛð ùnɛ́ɾɛ́,ðà ɔ́ɟɔ́ və́lɛ̀ðɛ̀ ùnɛ́ɾɛ́,1
1605,HH01082021,1445.174,1.721,0,ðà ɔ́ɟɔ́ və́lɛ̀ðɛ̀,tic,Himidan,da ojo v@lede,"aux[CLÐ,IT,PFV] who[] pull[IT,PFV]",ŋgá ɔ́ɟɔ́ vəlɛð,ðà ɔ́ɟɔ́ və́lɛ̀ðɛ̀,1
4608,HH20221014,1346.71,2.03,0,kúkù kápíðə̀t̪ɛ̀ ǹ lə̀vɛ̀r,tic,Himidan,kuku kapid@te n l@ver,"1st.born.male.child[NOM,SG] carry-antip-ben[CLG,IT,DEP,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",kúkù ap-ið-it̪ ŋgá lə̀və́r,kúkù kápìðìt̪ɛ̀ nɛ̀ lə̀və́r,1
4605,HH20221014,552.22,2.27,0,kúkù kápɜ́ìt̪ɛ̀ kákàŋú índɔ̀,tic,Himidan,kuku kapeite kakangu indo,"1st.born.male.child[NOM,SG] carry-ben[CLG,IT,DEP,left_h] 1st.born.male.child[ACC,SG] drum[ACC,SG,left_h]",kúkù ap-it̪ kákà ìndò,kúkù kápìt̪ɛ̀ kákàŋú índɔ̀,1
4604,HH20221021,82.735,1.9500000000000002,0,kúkù kápɛ̀ ŋɔ̀mɔ̀,tic,Himidan,kuku kape ngomo,"1st.born.male.child[NOM,SG] carry[CLG,IT,DEP,left_h] food/bread[NOM,PL]",kúkù ap lɔ̀mɔ̀,kúkù kápɛ̀ ŋɔ̀mɔ̀,1
4638,HH20210920,2193.405,2.64,0,kúkù kárlɛ̀ɲì t̪ólìɲà,tic,Himidan,kuku karleni tolina,"1st.born.male.child[NOM,SG] aux chase[CLG,IT,PFV,aux,left_h] lion[ACC,SG,left_h]",kúkù ŋgá rlɛɲ t̪òlé,kúkù ká_ŕlɛ̀ɲì t̪ólèɲá,1
4637,HH20220213-2,1979.51,2.985,0,kúkù kàrɛ́ nɛ kìɲɔ́ lìdi apri,tic,Himidan,kuku kare ne kino lidi apri,"1st.born.male.child[NOM,SG] say[CLG,IT,DEP] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] do[CLG,VENT,PFV] fall[CLL,IT,DEP] boy[NOM,SG,left_h]",kúkù aɾ ŋgá ið id àpɾí,kúkù kàɾɛ̀ nɛ̀ kìðɔ́ lìdì ápɾí,1
4636,HH20210728,1674.537,2.396,0,kúkù kàrɛ́ kúɽí ŋʊ̀lgɛ̀,tic,Himidan,kuku kare kuri ngulge,"1st.born.male.child[NOM,SG] say[CLG,IT,DEP] forest[NOM,SG] aux[CLG,IT,PFV,3SG.OBJ,1SG.SBJ]",kúkù aɾ kúɽì ŋgá,kúkù kàɾɛ̀ kúɽì ŋgɛ̀,1
4635,HH20221009,2639.085,1.79,0,kúkù kàɾə́ŋî ùnɛ̀ɾɛ̀,tic,Himidan,kuku kar@ngi unere,"1st.born.male.child[NOM,SG] say[CLG,VENT,PFV,3SG.OBJ,1SG.SBJ] yesterday[]",kúkù aɾ ùnɛ́ɾɛ́,kúkù kàɾɛ́ŋí ùnɛ́ɾɛ́,1
4632,HH20221021,257.91,1.17,0,kúkù kàpɔ́ ùnɛ̀ɾɛ̀,tic,Himidan,kuku kapo unere,"1st.born.male.child[NOM,SG] carry[CLG,VENT,PFV] yesterday[]",kúkù ap ùnɛ́ɾɛ́,kúkù kàpɔ́ ùnɛ́ɾɛ́,1
4623,HH20221111,2004.274,3.33,0,kúkù kápít̪ɔ̀ kákàŋú índɔ̀ɔ̌,tic,Himidan,kuku kapito kakangu indoo,"1st.born.male.child[NOM,SG] carry-ben[CLG,VENT,DEP,left_h] 1st.born.male.child[ACC,SG] drum[ACC,SG,left_h]",kúkù ap-it̪ kákà ìndò,kúkù kápìt̪ɔ̀ kákàŋú índɔ̀,1
4619,HH20221014,782.93,2.5700000000000003,0,kúkù kâpìt̪ìt̪ɔ́ kákàŋú índɔ̀,tic,Himidan,kuku kapitito kakangu indo,"1st.born.male.child[NOM,SG] carry-antip-ben[CLG,VENT,PFV] 1st.born.male.child[ACC,SG] drum[ACC,SG,left_h]",kúkù ap-ið-it̪ kákà ìndò,kúkù kàpìðìt̪ɔ́ kákàŋú índɔ̀,1
4618,HH20221014,733.645,3.2,0,kúkù kápít̪ìt̪ɛ̀ kákàŋú índɔ̀,tic,Himidan,kuku kapitite kakangu indo,"1st.born.male.child[NOM,SG] carry-antip-ben[CLG,IT,DEP,left_h] 1st.born.male.child[ACC,SG] drum[ACC,SG,left_h]",kúkù ap-ið-it̪ kákà ìndò,kúkù kápìðìt̪ɛ̀ kákàŋú índɔ̀,1
4617,HH20221021,1097.133,2.7880000000000003,0,kúkù kápít̪ɛ̀ kákàŋú ŋɔ́mɔ̀,tic,Himidan,kuku kapite kakangu ngomo,"1st.born.male.child[NOM,SG] carry-ben[CLG,IT,DEP,left_h] 1st.born.male.child[ACC,SG] food/bread[NOM,PL,left_h]",kúkù ap-it̪ kákà lɔ̀mɔ̀,kúkù kápìt̪ɛ̀ kákàŋú ŋɔ́mɔ̀,1
4616,HH20221014,399.955,2.37,0,kúkù kápít̪ɛ̀ kákàŋú índɔ̀,tic,Himidan,kuku kapite kakangu indo,"1st.born.male.child[NOM,SG] carry-ben[CLG,IT,DEP,left_h] 1st.born.male.child[ACC,SG] drum[ACC,SG,left_h]",kúkù ap-it̪ kákà ìndò,kúkù kápìt̪ɛ̀ kákàŋú índɔ̀,1
4615,HH20221021,275.9,1.31,0,kúkù kàpìðú ùnɛ̀ɾɛ̀,tic,Himidan,kuku kapidu unere,"1st.born.male.child[NOM,SG] carry-antip[CLG,VENT,PFV] yesterday[]",kúkù ap-ið ùnɛ́ɾɛ́,kúkù kàpìðó ùnɛ́ɾɛ́,1
4614,HH20221014,1221.235,2.66,0,kúkù kâpìðú nd̪ɔ̀bà,tic,Himidan,kuku kapidu ndoba,"1st.born.male.child[NOM,SG] carry-antip[CLG,VENT,PFV,left_h] tomorrow[]",kúkù ap-ið nd̪ɔ̀bà,kúkù kápìðó nd̪ɔ̀bà,1
