index,eaf_text,fst_text,lemmata,gloss,num_eaf_variants
5254,idǎŋà ílə̀ɲí,jáŋà ŕlɛ̀ɲí,aŋ rlɛɲ,"see[CLJ,VENT,DEP,left_h] chase[VENT,IPFV,left_h]",1
5239,kàðə́nɔ̀nà èdɜ́rə́lù t̪àwə̀nì,ká nɔ́nà èdɜ́rə́lù t̪àwìðì,ŋgá nɔn èdɜ́rə́lù aw-ið,"aux look[CLG,IT,IPFV,aux] <NO_GLOSS> urinate-antip[CLT̪,IT,DEP]",1
5255,ìdáŋà ílə̀ɲí,jìdáŋà ŕlɛ̀ɲí,id rlɛɲ,"fall[CLJ,VENT,PFV,2SG.OBJ] chase[VENT,IPFV,left_h]",1
5256,ìdáŋà ílə̀ɲì,jìdáŋà ŕlɛ̀ɲì,id rlɛɲ,"fall[CLJ,VENT,PFV,2SG.OBJ] chase[IT,PFV]",1
5257,lə̀ðɔ̀ŋ lɛ́ ŋɛ́n,lə̀ðɔ̀ŋ lɛ́ ŋɛ́n,èðɔ̀ŋ ŋgá ŋɛ́n,"offspring[NOM,PL] aux[CLL,IPFV,3SG.OBJ,1SG.SBJ] dog[NOM,SG]",1
5258,íŋgá nɔ́nà lə̀ðɔ̀ŋɔ̀ lɛ́ ŋɛ́n nd̪ɔ̀bà,íŋgá nɔ́nà lə̀ðɔ̀ŋɔ̀ lɛ́ ŋɛ́n nd̪ɔ̀bà,ŋgá nɔn èðɔ̀ŋ ŋgá ŋɛ́n nd̪ɔ̀bà,"aux[CLG,IPFV,1SG.SBJ] look[IT,IPFV] offspring[ACC,PL] aux[CLL,IPFV,3SG.OBJ,1SG.SBJ] dog[NOM,SG] tomorrow[]",1
5259,íŋgá nɔ́nà èðɔ̀ŋɔ̀ kɛ́ ŋɛ́n nd̪ɔ̀bà,íŋgá nɔ́nà èðɔ̀ŋɔ̀ kɛ́ ŋɛ́n nd̪ɔ̀bà,ŋgá nɔn èðɔ̀ŋ ŋgá ŋɛ́n nd̪ɔ̀bà,"aux[CLG,IPFV,1SG.SBJ] look[IT,IPFV] offspring[ACC,SG] aux[CLG,IPFV,3SG.OBJ,1SG.SBJ] dog[NOM,SG] tomorrow[]",1
5260,lɛ̀mɛ́ lìcə̀lò,lɛ̀mɛ́ lìcə̀lò,lɛ̀mɛ́ icəlo,"chin[NOM,SG] good[CLL]",1
5261,ŋɛ̀mɛ́ ŋìcə̀lò,ŋɛ̀mɛ́ ŋìcə̀lò,lɛ̀mɛ́ icəlo,"chin[NOM,PL] good[CLŊ]",1
5262,íŋgá nɔ́nà lɛ̀má nd̪ɔ̀bà,íŋgá nɔ́nà lɛ̀má nd̪ɔ̀bà,ŋgá nɔn lɛ̀mɛ́ nd̪ɔ̀bà,"aux[CLG,IPFV,1SG.SBJ] look[IT,IPFV] chin[ACC,SG] tomorrow[]",1
5263,íŋgá nɔ́nà ŋɛ̀má nd̪ɔ̀bà,íŋgá nɔ́nà ŋɛ̀má nd̪ɔ̀bà,ŋgá nɔn lɛ̀mɛ́ nd̪ɔ̀bà,"aux[CLG,IPFV,1SG.SBJ] look[IT,IPFV] chin[ACC,PL] tomorrow[]",1
5264,lúmɔ́n lìcə̀lò,lúmɔ́n lìcə̀lò,lúmɔ́n icəlo,"charcoal.piece[NOM,SG] good[CLL]",1
5265,ŋúmɔ́n ŋìcə̀lò,ŋúmɔ́n ŋìcə̀lò,lúmɔ́n icəlo,"charcoal.piece[NOM,PL] good[CLŊ]",1
5266,íŋgá nɔ́nà ŋúmɔ́ná nd̪ɔ̀bà,íŋgá nɔ́nà ŋúmɔ́ná nd̪ɔ̀bà,ŋgá nɔn lúmɔ́n nd̪ɔ̀bà,"aux[CLG,IPFV,1SG.SBJ] look[IT,IPFV] charcoal.piece[ACC,PL] tomorrow[]",1
5267,íŋgá nɔ́nà lúmɔ́ná nd̪ɔ̀bà,íŋgá nɔ́nà lúmɔ́ná nd̪ɔ̀bà,ŋgá nɔn lúmɔ́n nd̪ɔ̀bà,"aux[CLG,IPFV,1SG.SBJ] look[IT,IPFV] charcoal.piece[ACC,SG] tomorrow[]",1
5268,ŋòɾá ŋìcə̀lò,ŋòɾá ŋìcə̀lò,lòɾá icəlo,"charcoal[NOM,PL] good[CLŊ]",1
5269,íŋgá nɔ́nà ŋòɾá nd̪ɔ̀bà,íŋgá nɔ́nà ŋòɾá nd̪ɔ̀bà,ŋgá nɔn lòɾá nd̪ɔ̀bà,"aux[CLG,IPFV,1SG.SBJ] look[IT,IPFV] charcoal[NOM,PL] tomorrow[]",1
5270,íŋgá nɔ́nà lòɾá nd̪ɔ̀bà,íŋgá nɔ́nà lòɾá nd̪ɔ̀bà,ŋgá nɔn lòɾá nd̪ɔ̀bà,"aux[CLG,IPFV,1SG.SBJ] look[IT,IPFV] charcoal[NOM,SG] tomorrow[]",1
5334,ðə̀ŋgə̀lá ðìcə̀lò,ðə̀ŋgə̀lá ðìcə̀lò,ðə̀ŋgə̀lá icəlo,"tongue[NOM,SG] good[CLÐ]",1
5319,ðá nɛ́lê və̀lɛ̀ðà nd̪ɔ̀bà,ðá nɛ́lê və̀lɛ̀ðá nd̪ɔ̀bà,ŋgá ɛ́lê vəlɛð nd̪ɔ̀bà,"aux[CLÐ,IPFV] king[NOM,PL] pull[VENT,IMP] tomorrow[]",1
5320,ɲɔ́ðɔ́ ɲávə́lɛ̀ðà ðɛ̀dɔ̀ɽɔ̀ nd̪ɔ̀bà,ɲɔ́ðɔ́ ɲá və́lɛ̀ðà ðə̀vɔ̀ɽɔ̀ nd̪ɔ̀bà,ɔð ŋgá vəlɛð vɜɽ nd̪ɔ̀bà,"grind[CLƝ,VENT,PFV,left_h] aux pull[CLƝ,IT,IPFV,aux] return(transitive)[CLÐ,VENT,DEP] tomorrow[]",1
5321,ðá ɲɔ́ðɔ́ və̀lɛ̀ðà nd̪ɔ̀bà,ðá ɲɔ́ðɔ́ və̀lɛ̀ðá nd̪ɔ̀bà,ŋgá ɔð vəlɛð nd̪ɔ̀bà,"aux[CLÐ,IPFV] grind[CLƝ,VENT,PFV,left_h] pull[VENT,IMP] tomorrow[]",1
5322,ŋìðə̀ní ŋávə́lɛ̀ðà ðɛ̀dɔ̀ɽɔ̀ nd̪ɔ̀bà,ŋìðɛ̀ní ŋá və́lɛ̀ðà ðə̀vɔ̀ɽɔ̀ nd̪ɔ̀bà,ŋìðɛ̀ní ŋgá vəlɛð vɜɽ nd̪ɔ̀bà,"rabbit/hare[NOM,SG] aux pull[CLŊ,IT,IPFV,aux] return(transitive)[CLÐ,VENT,DEP] tomorrow[]",1
5323,ðá ŋíðə̀ní və́lɛ̀ðà nd̪ɔ̀bà,ðá ŋíðɛ̀ní və́lɛ̀ðà nd̪ɔ̀bà,ŋgá ŋìðɛ̀ní vəlɛð nd̪ɔ̀bà,"aux[CLÐ,IPFV] rabbit/hare[NOM,SG,left_h] pull[IT,IPFV] tomorrow[]",1
5325,t̪òlé t̪ávə́lɛ̀ðà ðɛ̀dɔ̀ɽɔ̀ nd̪ɔ̀bà,t̪òlé t̪á və́lɛ̀ðà ðə̀vɔ̀ɽɔ̀ nd̪ɔ̀bà,t̪òlé ŋgá vəlɛð vɜɽ nd̪ɔ̀bà,"lion[NOM,SG] aux pull[CLT̪,IT,IPFV,aux] return(transitive)[CLÐ,VENT,DEP] tomorrow[]",1
5326,ðá t̪ólé və́lɛ̀ðà nd̪ɔ̀bà,ðá t̪ólé və́lɛ̀ðà nd̪ɔ̀bà,ŋgá t̪òlé vəlɛð nd̪ɔ̀bà,"aux[CLÐ,IPFV] lion[NOM,SG,left_h] pull[IT,IPFV] tomorrow[]",1
5276,íŋgá nɔ́nà rɛ́l nd̪ɔ̀bà,íŋgá nɔ́nà rɛ́l nd̪ɔ̀bà,ŋgá nɔn ŋgá nd̪ɔ̀bà,"aux[CLG,IPFV,1SG.SBJ] look[IT,IPFV] aux[CLR,IPFV,WH.LOCATIVE,3SG.OBJ,1SG.SBJ] tomorrow[]",1
5277,ðàŋàl ðàðə́ və̀lɛ̀ðápríɲá t̪ɔ́wə̀nì,ðàŋàl ðàðɛ́ və̀lɛ̀ðàt̪ìðá t̪ɔ́wɜ̀nì,ðàŋàl ŋgá vəlɛð-at̪-ið t̪ɔ́wɜ̀nì,"sheep[NOM,SG] aux[CLÐ,IT,PFV,WH.CLASS] pull-loc-antip[VENT,IMP] now[]",1
5278,ðàŋàl ðàðə́ və̀lɛ̀ðɔ́ ápríɲá t̪ɔ́wə̀nì,ðàŋàl ðàðɛ́ və̀lɛ̀ðɔ́ ápɾíɲá t̪ɔ́wɜ̀nì,ðàŋàl ŋgá vəlɛð àpɾí t̪ɔ́wɜ̀nì,"sheep[NOM,SG] aux[CLÐ,IT,PFV,WH.CLASS] pull[VENT,IPFV] boy[ACC,SG,left_h] now[]",1
5327,ðámlá ðávə́lɛ̀ðà ðɛ̀dɔ̀ɽɔ̀ nd̪ɔ̀bà,ðámlá ðá və́lɛ̀ðà ðə̀vɔ̀ɽɔ̀ nd̪ɔ̀bà,ðámlá ŋgá vəlɛð vɜɽ nd̪ɔ̀bà,"camel[NOM,SG] aux pull[CLÐ,IT,IPFV,aux] return(transitive)[CLÐ,VENT,DEP] tomorrow[]",1
5328,ðá ðámlá və̀lɛ̀ðà nd̪ɔ̀bà,ðá ðámlá və̀lɛ̀ðá nd̪ɔ̀bà,ŋgá ðámlá vəlɛð nd̪ɔ̀bà,"aux[CLÐ,IPFV] camel[NOM,SG] pull[VENT,IMP] tomorrow[]",1
5329,jámlá jávə́lɛ̀ðà ðɛ̀dɔ̀ɽɔ̀ nd̪ɔ̀bà,jámlá já və́lɛ̀ðà ðə̀vɔ̀ɽɔ̀ nd̪ɔ̀bà,ðámlá ŋgá vəlɛð vɜɽ nd̪ɔ̀bà,"camel[NOM,PL] aux pull[CLJ,IT,IPFV,aux] return(transitive)[CLÐ,VENT,DEP] tomorrow[]",1
5330,ðá jámlá və̀lɛ̀ðà nd̪ɔ̀bà,ðá jámlá və̀lɛ̀ðá nd̪ɔ̀bà,ŋgá ðámlá vəlɛð nd̪ɔ̀bà,"aux[CLÐ,IPFV] camel[NOM,PL] pull[VENT,IMP] tomorrow[]",1
5332,íŋgá nɔ́nà àðə̀ɲɛ́nɛ́ nd̪ɔ̀bà,íŋgá nɔ́nà àðə̀ɲɛ́nɛ́ nd̪ɔ̀bà,ŋgá nɔn àðə̀ɲɛ́n nd̪ɔ̀bà,"aux[CLG,IPFV,1SG.SBJ] look[IT,IPFV] sun[ACC,SG] tomorrow[]",1
5283,jàðə́ ðáŋàl və́lɛ̀ðà t̪ɔ́wə̀nì,ìðɔ́ ðáŋàl və́lɛ̀ðà t̪ɔ́wɜ̀nì,ið ðàŋàl vəlɛð t̪ɔ́wɜ̀nì,"do[VENT,IPFV] sheep[NOM,SG,left_h] pull[IT,IPFV] now[]",1
5284,jàðə́ ðáŋàl və̀lɛ̀ðà t̪ɔ́wə̀nì,ìðɔ́ ðáŋàl və̀lɛ̀ðá t̪ɔ́wɜ̀nì,ið ðàŋàl vəlɛð t̪ɔ́wɜ̀nì,"do[VENT,IPFV] sheep[NOM,SG,left_h] pull[VENT,IMP] now[]",1
5286,já ðáŋàl ðə́və̀lɛ̀ðɔ́ t̪ɔ́wə̀nì,já ðáŋàl ðə́və̀lɛ̀ðɔ́ t̪ɔ́wɜ̀nì,ŋgá ðàŋàl vəlɛð t̪ɔ́wɜ̀nì,"aux[CLJ,IPFV] sheep[NOM,SG,left_h] pull[CLÐ,VENT,PFV,left_h] now[]",1
5271,nɜ̀ðú nɛ́ láɾò,nɜ̀ðú nɛ́ láɾò,ɜ̀ðú ŋgá àɾò,"breast[NOM,PL] aux[CLN,IPFV,3SG.OBJ,1SG.SBJ] sibling[NOM,PL,left_h]",1
5272,íŋgá tə́và ɜ̀ðú jáɾò nd̪ɔ̀bà,íŋgá t̪ə́và ɜ̀ðú jáɾɔ́ nd̪ɔ̀bà,ŋgá t̪əv ɜ̀ðú aɾ nd̪ɔ̀bà,"aux[CLG,IPFV,1SG.SBJ] slice[IT,IPFV] breast[NOM,SG] say[CLJ,VENT,PFV,left_h] tomorrow[]",1
5273,íŋgá tə́và nɜ̀ðú nɛ́ láɾò nd̪ɔ̀bà,íŋgá t̪ə́và nɜ̀ðú nɛ́ láɾò nd̪ɔ̀bà,ŋgá t̪əv ɜ̀ðú ŋgá àɾò nd̪ɔ̀bà,"aux[CLG,IPFV,1SG.SBJ] slice[IT,IPFV] breast[NOM,PL] aux[CLN,IPFV,3SG.OBJ,1SG.SBJ] sibling[NOM,PL,left_h] tomorrow[]",1
5274,nɜ̀ðú nìcə̀lò,nɜ̀ðú nìcə̀lò,ɜ̀ðú icəlo,"breast[NOM,PL] good[CLN]",1
5275,íŋgá nɔ́nà ðɛ́l nd̪ɔ̀bà,íŋgá nɔ́nà ðɛ́l nd̪ɔ̀bà,ŋgá nɔn ŋgá nd̪ɔ̀bà,"aux[CLG,IPFV,1SG.SBJ] look[IT,IPFV] aux[CLÐ,IPFV,WH.LOCATIVE,3SG.OBJ,1SG.SBJ] tomorrow[]",1
5302,ŋáò ŋòú kúɽìɟèn,ŋáó ŋúɔ́ úɽɟɛ̀n,ŋáó lúgɔ́ ùɽɟɛ̀n,"water[NOM,SG] dress/shirt/cloth[NOM,PL] gourd/calabash[NOM,SG,left_h]",1
5287,ðàlgàrâj́ ðávə́lɛ̀ðà èdɔ̀ɽɔ̀ nd̪ɔ̀bà,ðàlgàrâj ðá və́lɛ̀ðà èdɔ̀ɽɔ̀ nd̪ɔ̀bà,ðàlgàrâj ŋgá vəlɛð ðə̀ðɛ̀ɽì nd̪ɔ̀bà,"hyena[NOM,SG] aux pull[CLÐ,IT,IPFV,aux] herb/root[ACC,PL] tomorrow[]",1
5288,ɔ̀ðə̀ŋìnà ŋgá və́lɛ̀ðà ìdɔ̀ɽɔ̀ nd̪ɔ̀bà,ɔ̀ðə̀ŋɪ̀nà ŋgá və́lɛ̀ðà èdɔ̀ɽɔ̀ nd̪ɔ̀bà,ɔ̀ðə̀ŋɪ̀nà ŋgá vəlɛð ðə̀ðɛ̀ɽì nd̪ɔ̀bà,"hippo[NOM,SG] aux[CLG,IPFV] pull[IT,IPFV] herb/root[ACC,PL] tomorrow[]",1
5294,ðá ɔ́ðə̀ŋìnà və̀lɛ̀ðà nd̪ɔ̀bà,ðá ɔ́ðə̀ŋɪ̀nà və̀lɛ̀ðá nd̪ɔ̀bà,ŋgá ɔ̀ðə̀ŋɪ̀nà vəlɛð nd̪ɔ̀bà,"aux[CLÐ,IPFV] hippo[NOM,SG,left_h] pull[VENT,IMP] tomorrow[]",1
5279,já ðáŋàl və̀lɛ̀ðà və̀lɛ̀ðɔ́ t̪ɔ́wə̀nì já ðáŋàl və̀lɛ̀ðɔ́ t̪ɔ́wə̀nì,já ðáŋàl və̀lɛ̀ðá və̀lɛ̀ðɔ́ t̪ɔ́wɜ̀nì já ðáŋàl və̀lɛ̀ðɔ́ t̪ɔ́wɜ̀nì,ŋgá ðàŋàl vəlɛð vəlɛð t̪ɔ́wɜ̀nì ŋgá ðàŋàl vəlɛð t̪ɔ́wɜ̀nì,"aux[CLJ,IPFV] sheep[NOM,SG,left_h] pull[VENT,IMP] pull[VENT,IPFV] now[] aux[CLJ,IPFV] sheep[NOM,SG,left_h] pull[VENT,IPFV] now[]",1
5280,já ðáŋàl və̀lɛ̀ðɔ́ t̪ɔ́wə̀nì,já ðáŋàl və̀lɛ̀ðɔ́ t̪ɔ́wɜ̀nì,ŋgá ðàŋàl vəlɛð t̪ɔ́wɜ̀nì,"aux[CLJ,IPFV] sheep[NOM,SG,left_h] pull[VENT,IPFV] now[]",1
5281,jàðə́ ðáŋàl və̀lɛ̀ðɔ́ t̪ɔ́wə̀nì,ìðɔ́ ðáŋàl və̀lɛ̀ðɔ́ t̪ɔ́wɜ̀nì,ið ðàŋàl vəlɛð t̪ɔ́wɜ̀nì,"do[VENT,IPFV] sheep[NOM,SG,left_h] pull[VENT,IPFV] now[]",1
5282,já ðáŋàl ðə́və̀lɛ̀ðà t̪ɔ́wə̀nì,já ðáŋàl ðə́və̀lɛ̀ðà t̪ɔ́wɜ̀nì,ŋgá ðàŋàl vəlɛð t̪ɔ́wɜ̀nì,"aux[CLJ,IPFV] sheep[NOM,SG,left_h] pull[CLÐ,VENT,DEP,left_h] now[]",1
5357,kàðə́nɔ̀nà lɛ̀ŋgɛ́n ɛ́gɛ́n t̪àwə̀nì,ká nɔ́nà lɛ̀ŋgɛ́n ɛ́gɛ́n t̪àwìðì,ŋgá nɔn lɛŋg ɛ́<CL>ɛ́n aw-ið,"aux look[CLG,IT,IPFV,aux] mother[ACC,SG,3SG/3PL] 3pl.poss[CLG] urinate-antip[CLT̪,IT,DEP]",1
5358,lɛ́láj lìcə̀lò,lɛláj lìcə̀lò,lɛŋg icəlo,"mother[NOM,PL,1SG/1PL.EXCL] good[CLL]",1
5344,lɛ́ŋgálír kìcə̀lò,lɛ́ŋgɜ́líŕ kìcə̀lò,lɛŋg icəlo,"mother[NOM,SG,1PL.INCL] good[CLG]",1
5345,lɛ́ŋgáí ɛ́gàí kìcə̀lò,lɛ́ŋgáj ɛ́gǎj kìcə̀lò,lɛŋg ɛ́<CL>ǎj icəlo,"mother[NOM,SG,1SG/1PL.EXCL] 1pl.excl.poss[CLG] good[CLG]",1
5346,lɛ́ŋgáló ɛ́gàló kìcə̀lò,lɛ́ŋgáló ɛ́gàló kìcə̀lò,lɛŋg ɛ́<CL>àló icəlo,"mother[NOM,SG,2SG/2PL] 2pl.poss[CLG] good[CLG]",1
5348,lɛ́ŋgɛ́n ɛ́gɛ́n kìcə̀lò,lɛ́ŋgɛ́n ɛ́gɛ́n kìcə̀lò,lɛŋg ɛ́<CL>ɛ́n icəlo,"mother[NOM,SG,3SG/3PL] 3pl.poss[CLG] good[CLG]",1
5349,kàðə́nɔ̀nà lɛ̀ŋgài,ká nɔ́nà lɛ̀ŋgáj,ŋgá nɔn lɛŋg,"aux look[CLG,IT,IPFV,aux] mother[ACC,SG,1SG/1PL.EXCL]",1
5350,kàðə́nɔ̀nà lɛ̀ŋgáí t̪àwə̀nì,ká nɔ́nà lɛ̀ŋgáj t̪àwìðì,ŋgá nɔn lɛŋg aw-ið,"aux look[CLG,IT,IPFV,aux] mother[ACC,SG,1SG/1PL.EXCL] urinate-antip[CLT̪,IT,DEP]",1
5365,ɔ̀ràlír kìcə̀lò,ɔ̀rɜ̀lír kìcə̀lò,ɔ̀r icəlo,"sibling/cousin[NOM,SG,1PL.INCL] good[CLG]",1
5366,kà ðə́nɔ̂nà ɔ̀ràlì,kà ðə́nɔ̀nà ɔ̀rɜ̀lí,ŋgá nɔn ɔ̀r,"aux[CLG,IT,PFV] look[CLÐ,VENT,DEP,left_h] sibling/cousin[NOM,SG,1DU.INCL]",1
5351,kàðə́nɔ̀nà lɛ̀ŋgàló t̪àwə̀nì,ká nɔ́nà lɛ̀ŋgàló t̪àwìðì,ŋgá nɔn lɛŋg aw-ið,"aux look[CLG,IT,IPFV,aux] mother[ACC,SG,2SG/2PL] urinate-antip[CLT̪,IT,DEP]",1
5352,kàðə́nɔ̀nà lɛ̀ŋgɛ́n t̪àwə̀nì,ká nɔ́nà lɛ̀ŋgɛ́n t̪àwìðì,ŋgá nɔn lɛŋg aw-ið,"aux look[CLG,IT,IPFV,aux] mother[ACC,SG,3SG/3PL] urinate-antip[CLT̪,IT,DEP]",1
5353,kàðə́nɔ̀nà lɛ̀ŋgɛ̀lí t̪àwə̀nì,ká nɔ́nà lɛ̀ŋgɜ̀lí t̪àwìðì,ŋgá nɔn lɛŋg aw-ið,"aux look[CLG,IT,IPFV,aux] mother[ACC,SG,1DU.INCL] urinate-antip[CLT̪,IT,DEP]",1
5354,kàðə́nɔ̀nà lɛ̀ŋgɛ̀lír t̪àwə̀nì,ká nɔ́nà lɛ̀ŋgɜ̀lír t̪àwìðì,ŋgá nɔn lɛŋg aw-ið,"aux look[CLG,IT,IPFV,aux] mother[ACC,SG,1PL.INCL] urinate-antip[CLT̪,IT,DEP]",1
5355,lɛ̀ŋgái ɛ́gái t̪àwə̀nì,lɛ̀ŋgáj ɛ́gǎj t̪àwìðì,lɛŋg ɛ́<CL>ǎj aw-ið,"mother[ACC,SG,1SG/1PL.EXCL] 1pl.excl.poss[CLG] urinate-antip[CLT̪,IT,DEP]",1
5356,kàðə́nɔ̀nà lɛ̀ŋgái ɛ́gái t̪àwə̀nì,ká nɔ́nà lɛ̀ŋgáj ɛ́gǎj t̪àwìðì,ŋgá nɔn lɛŋg ɛ́<CL>ǎj aw-ið,"aux look[CLG,IT,IPFV,aux] mother[ACC,SG,1SG/1PL.EXCL] 1pl.excl.poss[CLG] urinate-antip[CLT̪,IT,DEP]",1
5304,kɜ́cí ŋávɛ́ ŋá kúɽìɟèn,kɜ́cí ŋávɛ́ ŋá úɽɟɛ̀n,kɜ́cí ŋáó ŋgá ùɽɟɛ̀n,"4th born female child[NOM,SG] water[ACC,SG] aux[CLŊ,IPFV] gourd/calabash[NOM,SG,left_h]",1
5306,kɜ́cí ŋávɛ́ kúɽìɟɛ̀n t̪ɔ̀wə̀nì,kɜ́cí ŋávɛ́ úɽɟɛ̀n t̪ɔ́wɜ̀nì,kɜ́cí ŋáó ùɽɟɛ̀n t̪ɔ́wɜ̀nì,"4th born female child[NOM,SG] water[ACC,SG] gourd/calabash[NOM,SG,left_h] now[]",1
5309,kɜ́cí ŋɔ̀mɔ̀ káré t̪ɔ́wə̀nì,kɜ́cí ŋɔ̀mɔ̀ káɾɛ̀ t̪ɔ́wɜ̀nì,kɜ́cí lɔ̀mɔ̀ aɾ t̪ɔ́wɜ̀nì,"4th born female child[NOM,SG] food/bread[NOM,PL] say[CLG,IT,DEP,left_h] now[]",1
5310,kɜ́cí ŋɔ̀mɔ̀ káɽàŋgár t̪ɔ́wə̀nì,kɜ́cí ŋɔ̀mɔ̀ áɽàŋgár t̪ɔ́wɜ̀nì,kɜ́cí lɔ̀mɔ̀ àɽàŋgár t̪ɔ́wɜ̀nì,"4th born female child[NOM,SG] food/bread[NOM,PL] bed[NOM,SG,left_h] now[]",1
5359,lɛ́láló lìcə̀lò,lɛlàló lìcə̀lò,lɛŋg icəlo,"mother[NOM,PL,2SG/2PL] good[CLL]",1
5360,lɛ́lɛ́n lìcə̀lò,lɛlɛ́n lìcə̀lò,lɛŋg icəlo,"mother[NOM,PL,3SG/3PL] good[CLL]",1
5363,àràló kìcə̀lò,ràló kìcə̀lò,ŋgá icəlo,"aux[CLR,IT,PFV,3PL.OBJ] good[CLG]",1
5364,kà ðə́nɔ̂nà àràló t̪àwə̀nì,kà ðə́nɔ̀nà ràló t̪àwìðì,ŋgá nɔn ŋgá aw-ið,"aux[CLG,IT,PFV] look[CLÐ,VENT,DEP,left_h] aux[CLR,IT,PFV,3PL.OBJ] urinate-antip[CLT̪,IT,DEP]",1
5311,kɜ́cí ŋɔ̀mɔ̀ nónì t̪ɔ̀wə̀nì,kɜ́cí ŋɔ̀mɔ̀ nónì t̪ɔ́wɜ̀nì,kɜ́cí lɔ̀mɔ̀ ònì t̪ɔ́wɜ̀nì,"4th born female child[NOM,SG] food/bread[NOM,PL] palm.leaf.basket[NOM,PL,left_h] now[]",1
5312,kɜ́cí ŋɔ̀mɔ̀ lɛ̂ré t̪ɔ̀wə̀nì,kɜ́cí ŋɔ̀mɔ̀ lə́ré t̪ɔ́wɜ̀nì,kɜ́cí lɔ̀mɔ̀ lə̀ré t̪ɔ́wɜ̀nì,"4th born female child[NOM,SG] food/bread[NOM,PL] bowl[NOM,SG,left_h] now[]",1
5313,lâɾò lávə́lɛ̀ðà ðɛ̀dɔ̀ɽɔ̀ nd̪ɔ̀bà,lâɾò lá və́lɛ̀ðà ðə̀vɔ̀ɽɔ̀ nd̪ɔ̀bà,âɾò ŋgá vəlɛð vɜɽ nd̪ɔ̀bà,"chicken/hen[NOM,PL] aux pull[CLL,IT,IPFV,aux] return(transitive)[CLÐ,VENT,DEP] tomorrow[]",1
5314,ðá lâɾò və̀lɛ̀ðà nd̪ɔ̀bà,ðá lâɾò və̀lɛ̀ðá nd̪ɔ̀bà,ŋgá âɾò vəlɛð nd̪ɔ̀bà,"aux[CLÐ,IPFV] chicken/hen[NOM,PL] pull[VENT,IMP] tomorrow[]",1
5315,lávə́lɛ̀ðà ðɛ̀dɔ̀ɽɔ̀ nd̪ɔ̀bà,lá və́lɛ̀ðà ðə̀vɔ̀ɽɔ̀ nd̪ɔ̀bà,ŋgá vəlɛð vɜɽ nd̪ɔ̀bà,"aux pull[CLL,IT,IPFV,aux] return(transitive)[CLÐ,VENT,DEP] tomorrow[]",1
5316,làɾò lávə́lɛ̀ðà ðɛ̀dɔ̀ɽɔ̀ nd̪ɔ̀bà,làɾò lá və́lɛ̀ðà ðə̀vɔ̀ɽɔ̀ nd̪ɔ̀bà,àɾò ŋgá vəlɛð vɜɽ nd̪ɔ̀bà,"sibling[NOM,PL] aux pull[CLL,IT,IPFV,aux] return(transitive)[CLÐ,VENT,DEP] tomorrow[]",1
5317,ðá láɾô və̀lɛ̀ðà nd̪ɔ̀bà,ðá láɾò və̀lɛ̀ðá nd̪ɔ̀bà,ŋgá àɾò vəlɛð nd̪ɔ̀bà,"aux[CLÐ,IPFV] sibling[NOM,PL,left_h] pull[VENT,IMP] tomorrow[]",1
5303,ŋáò ŋá kúɽìɟèn,ŋáó ŋá úɽɟɛ̀n,ŋáó ŋgá ùɽɟɛ̀n,"water[NOM,SG] aux[CLŊ,IPFV] gourd/calabash[NOM,SG,left_h]",1
5378,ðámíɲá kúkùŋù ðìcə̀lò,ðámíɲá kúkùŋú ðìcə̀lò,amiɲ kúkù icəlo,"love[CLÐ,INF] 1st born male child[ACC,SG] good[CLÐ]",1
1155,án ŋɛ̌n ŋàí ŋárlɛ̀ŋí t̪ʊ́lì,àn ŋɛ́n ŋâj ŋáɾl̀ɛ́ŋí búlì,àn ŋɛ́n <CL>âj aɾl bul,"FOC[] dog[NOM,SG] that[CLŊ] step.on[CLŊ,VENT,PFV,3SG.OBJ,1SG.SBJ,left_h] wrestle[IT,PFV]",1
1156,ŋěn ŋárlɛ́ɲì tòlìɲà,ŋɛ́n ŋá ŕlɛ̀ɲì t̪òlèɲá,ŋɛ́n ŋgá rlɛɲ t̪òlé,"dog[NOM,SG] aux chase[CLŊ,IT,PFV,aux,left_h] lion[ACC,SG]",1
1157,ŋǐn ŋìrlɛ̀ɲí tòlìɲà,ŋɔ̂n ŋə̀r̀lɛ̀ɲí t̪òlèɲá,<CL>ɔ̂n rlɛɲ t̪òlé,"there[CLŊ] chase[CLŊ,VENT,PFV] lion[ACC,SG]",1
1158,án óndè káŋɛ̌n ŕlɛ̀ɲì,àn ɔ́ndì káŋɛ̂ ŕlɛ̀ɲì,àn ɔ̀ndì ŋgá rlɛɲ,"FOC[] what[left_h] aux[CLG,IPFV,1SG.OBJ] chase[IT,PFV]",1
1143,ŋɛ̌n ŋánɔ̀nà t̪òlèɲá ndòŋ,ŋɛ́n ŋə́nɔ̀nà t̪òlèɲá nɔ́dɔ́ŋ,ŋɛ́n nɔn t̪òlé ɔd,"dog[NOM,SG] look[CLŊ,VENT,DEP,left_h] lion[ACC,SG] build[CLN,VENT,PFV,3SG.OBJ,left_h]",1
